2theta,Experimental
83.206,450.06
83.2259,465.43
83.2459,510
83.2658,421.88
83.2858,384.22
83.3057,399.23
83.3257,453.06
83.3456,537.23
83.3655,392.77
83.3855,346.32
83.4054,481.95
83.4254,372.64
83.4453,361.46
83.4652,403.16
83.4852,396.77
83.5051,404.75
83.5251,482.5
83.545,395.99
83.565,383.36
83.5849,344.83
83.6048,372.97
83.6248,299.2
83.6447,287.65
83.6647,396.94
83.6846,409.82
83.7045,361.93
83.7245,324.54
83.7444,343.35
83.7644,390.66
83.7843,359
83.8043,207.34
83.8242,289.29
83.8441,373.58
83.8641,322.47
83.884,412.36
83.904,346.12
83.9239,284.82
83.9439,349.13
83.9638,280.51
83.9837,347.15
84.0037,236.76
84.0236,277.11
84.0436,270.16
84.0635,394.15
84.0834,325.43
84.1034,435.23
84.1233,360.74
84.1433,369.4
84.1632,344.14
84.1832,249.63
84.2031,310.84
84.223,354.18
84.243,354.99
84.2629,325.05
84.2829,235.38
84.3028,404.7
84.3227,303.57
84.3427,300
84.3626,317.75
84.3826,268.38
84.4025,284.42
84.4225,452.91
84.4424,341.75
84.4623,312.21
84.4823,269.09
84.5022,259.5
84.5222,331.31
84.5421,427.95
84.5621,337.9
84.582,319.13
84.6019,290.41
84.6219,322.23
84.6418,367.58
84.6618,341.37
84.6817,268.27
84.7016,167.25
84.7216,329.2
84.7415,262.61
84.7615,208.09
84.7814,395.78
84.8014,257.23
84.8213,274.92
84.8412,194.5
84.8612,312.77
84.8811,304.08
84.9011,357.26
84.921,346.68
84.9409,255.76
84.9609,262.17
84.9808,277.46
85.0008,310.86
85.0207,285.78
85.0407,303.93
85.0606,204.55
85.0805,171
85.1005,233.36
85.1204,256.8
85.1404,298.31
85.1603,342.42
85.1803,339.95
85.2002,322.96
85.2201,247
85.2401,360
85.26,306.86
85.28,445.01
85.2999,295
85.3198,298.2
85.3398,298.65
85.3597,321.9
85.3797,352.98
85.3996,266.58
85.4196,224.62
85.4395,314.1
85.4594,226.8
85.4794,350.84
85.4993,343.37
85.5193,270.85
85.5392,347.95
85.5591,308.75
85.5791,266.64
85.599,319.96
85.619,209.6
85.6389,313.15
85.6589,285.15
85.6788,318.04
85.6987,295.36
85.7187,168.96
85.7386,230.24
85.7586,276.86
85.7785,249.66
85.7985,126.44
85.8184,201.73
85.8383,309.78
85.8583,210.03
85.8782,204.15
85.8982,232
85.9181,223.28
85.938,160.12
85.958,229.06
85.9779,307.72
85.9979,290.44
86.0178,297.24
86.0378,346.68
86.0577,285.82
86.0776,254.69
86.0976,256.82
86.1175,296.14
86.1375,233.2
86.1574,238.45
86.1773,257.54
86.1973,274.34
86.2172,277.48
86.2372,292.36
86.2571,279.84
86.2771,314.05
86.297,165.1
86.3169,360.17
86.3369,359.45
86.3568,325.62
86.3768,274.78
86.3967,206.85
86.4167,174.61
86.4366,254.51
86.4565,310.11
86.4765,399.7
86.4964,316.66
86.5164,271.8
86.5363,248.05
86.5562,236.41
86.5762,276.05
86.5961,351
86.6161,302.02
86.636,328.33
86.656,337.9
86.6759,215.11
86.6958,186.82
86.7158,248.15
86.7357,217.18
86.7557,321.82
86.7756,310.53
86.7956,312.38
86.8155,281.62
86.8354,214.05
86.8554,263.28
86.8753,295.08
86.8953,223.8
86.9152,348.19
86.9351,237.61
86.9551,330.6
86.975,280.34
86.995,285.56
87.0149,312.06
87.0349,196.05
87.0548,262.76
87.0747,262.12
87.0947,238.63
87.1146,295.2
87.1346,295.49
87.1545,288.7
87.1744,338.83
87.1944,367.77
87.2143,301.79
87.2343,268.81
87.2542,167.07
87.2742,230.98
87.2941,346.3
87.314,253.6
87.334,341.17
87.3539,338.19
87.3739,161.17
87.3938,304.56
87.4138,286.31
87.4337,284.88
87.4536,275.6
87.4736,264.68
87.4935,216.99
87.5135,230.7
87.5334,220.36
87.5533,212.12
87.5733,265.46
87.5932,273.95
87.6132,341.05
87.6331,288.56
87.6531,271.76
87.673,281.98
87.6929,236.67
87.7129,170.81
87.7328,255.02
87.7528,290.66
87.7727,403.75
87.7926,352.54
87.8126,348.7
87.8325,250.62
87.8525,335.3
87.8724,247.92
87.8924,300.47
87.9123,346.37
87.9322,179.42
87.9522,210.95
87.9721,229.47
87.9921,342.41
88.012,385.06
88.032,281.87
88.0519,263.25
88.0718,267.82
88.0918,226.91
88.1117,198.99
88.1317,220.62
88.1516,296.55
88.1715,239.1
88.1915,237.37
88.2114,306.6
88.2314,362.08
88.2513,351.95
88.2713,339.73
88.2912,270.55
88.3111,328.56
88.3311,335.74
88.351,302.53
88.371,181.23
88.3909,215.71
88.4108,266.54
88.4308,210.78
88.4507,323.16
88.4707,324.45
88.4906,395.67
88.5106,333.91
88.5305,309.13
88.5504,338.12
88.5704,350.17
88.5903,359
88.6103,365.15
88.6302,349.93
88.6502,352.47
88.6701,269.69
88.69,339.11
88.71,358.67
88.7299,386.42
88.7499,412.52
88.7698,343.15
88.7897,356.36
88.8097,325.42
88.8296,256.03
88.8496,422.1
88.8695,332.41
88.8895,287.59
88.9094,326.52
88.9293,278.44
88.9493,312.37
88.9692,345.53
88.9892,384.94
89.0091,320.33
89.029,264.41
89.049,191.9
89.0689,283.64
89.0889,390.88
89.1088,477.37
89.1288,323.15
89.1487,362.89
89.1686,360.93
89.1886,344.81
89.2085,242.77
89.2285,365.83
89.2484,354.99
89.2684,312.86
89.2883,426.74
89.3082,432.27
89.3282,330.05
89.3481,328.78
89.3681,375.72
89.388,347.67
89.4079,402.61
89.4279,313.45
89.4478,348.4
89.4678,365.09
89.4877,368.68
89.5077,327.59
89.5276,363.53
89.5475,484.86
89.5675,372.1
89.5874,279.2
89.6074,403.4
89.6273,401.62
89.6472,317.71
89.6672,426.22
89.6871,375.45
89.7071,413.82
89.727,493.65
89.747,407.73
89.7669,234.42
89.7868,284.48
89.8068,417.29
89.8267,495.88
89.8467,490.55
89.8666,400.69
89.8866,469.92
89.9065,557.39
89.9264,454.74
89.9464,473.88
89.9663,493.54
89.9863,499.73
90.0062,477.64
90.0261,523.94
90.0461,490.37
90.066,498.29
90.086,465.95
90.1059,463.52
90.1259,622.88
90.1458,538.53
90.1657,483.19
90.1857,488.74
90.2056,622.27
90.2256,644.84
90.2455,717.34
90.2654,823.94
90.2854,802.49
90.3053,798.98
90.3253,670.1
90.3452,712.47
90.3652,823.26
90.3851,787.3
90.405,910.67
90.425,966.24
90.4449,827.67
90.4649,863.48
90.4848,995.99
90.5048,1039.49
90.5247,986.39
90.5446,1108.22
90.5646,1178.84
90.5845,1071.25
90.6045,1182.17
90.6244,1111.09
90.6443,1090.05
90.6643,1170.76
90.6842,1170.87
90.7042,1151.8
90.7241,1246.41
90.7441,1367.1
90.764,1261.11
90.7839,1162.09
90.8039,1277.15
90.8238,1306.67
90.8438,1312.92
90.8637,1397.68
90.8836,1233.8
90.9036,1208.24
90.9235,1287.22
90.9435,1217.96
90.9634,1203.23
90.9834,1123.19
91.0033,999.12
91.0232,1042.73
91.0432,1033.4
91.0631,1027.19
91.0831,1073.19
91.103,1055.27
91.123,979.15
91.1429,863.86
91.1628,836.86
91.1828,761.09
91.2027,798.41
91.2227,817.54
91.2426,704.37
91.2625,649.33
91.2825,657.66
91.3024,724.9
91.3224,709.93
91.3423,593.37
91.3623,669.45
91.3822,527.18
91.4021,497.24
91.4221,468.76
91.442,527.9
91.462,501.27
91.4819,554.68
91.5018,484.19
91.5218,472.79
91.5417,495.46
91.5617,458.58
91.5816,622
91.6016,606.89
91.6215,537.24
91.6414,559.58
91.6614,459.72
91.6813,478.34
91.7013,347.41
91.7212,327.56
91.7412,391.03
91.7611,363.68
91.781,333.31
91.801,301.1
91.8209,264.04
91.8409,279.41
91.8608,322.48
91.8807,373.09
91.9007,236.66
91.9206,312.91
91.9406,370.46
91.9605,426.85
91.9805,291.54
92.0004,268.16
92.0203,337.02
92.0403,442.86
92.0602,347.05
92.0802,305.85
92.1001,215.41
92.12,353.68
92.14,361.07
92.1599,272.84
92.1799,369.42
92.1998,274.6
92.2198,409.03
92.2397,355.2
92.2596,321.68
92.2796,261.39
92.2995,343.23
92.3195,339.65
92.3394,278.28
92.3594,331.24
92.3793,314
92.3992,256.49
92.4192,323.45
92.4391,306.7
92.4591,279.75
92.479,360.1
92.4989,220.48
92.5189,371.74
92.5388,389.77
92.5588,307.41
92.5787,358.51
92.5987,342.32
92.6186,320.26
92.6385,367.91
92.6585,377.46
92.6784,415.02
92.6984,285.19
92.7183,286.51
92.7383,201.97
92.7582,272.54
92.7781,208.07
92.7981,248.28
92.818,208.14
92.838,283.93
92.8579,248.91
92.8778,163.77
92.8978,208.87
92.9177,233.61
92.9377,321.36
92.9576,319.93
92.9776,314.4
92.9975,331.4
93.0174,290.07
93.0374,321.06
93.0573,332.12
93.0773,407.81
93.0972,331.29
93.1171,186.49
93.1371,251.13
93.157,326.09
93.177,348.29
93.1969,476.45
93.2169,398.78
93.2368,250.34
93.2567,205.83
93.2767,315.11
93.2966,333.95
93.3166,311.75
93.3365,306.14
93.3565,340.25
93.3764,259.09
93.3963,271.11
93.4163,286.47
93.4362,267.99
93.4562,381.46
93.4761,328.12
93.496,349.86
93.516,154.09
93.5359,235.15
93.5559,384.3
93.5758,344.9
93.5958,347.41
93.6157,305.29
93.6356,380.67
93.6556,264.35
93.6755,240.72
93.6955,263.11
93.7154,305.97
93.7353,367.75
93.7553,349.41
93.7752,302.29
93.7952,248.92
93.8151,281.21
93.8351,262.5
93.855,275.9
93.8749,253.19
93.8949,172.5
93.9148,183.34
93.9348,312.83
93.9547,354.05
93.9747,425.94
93.9946,245.41
94.0145,291.31
94.0345,242.87
94.0544,313.33
94.0744,331.66
94.0943,334.89
94.1142,204.67
94.1342,338.27
94.1541,396.08
94.1741,301.06
94.194,223.32
94.214,290.8
94.2339,337.6
94.2538,403.18
94.2738,327.6
94.2937,265.26
94.3137,308.69
94.3336,359.87
94.3535,272.25
94.3735,250.79
94.3934,240.7
94.4134,242.45
94.4333,287.51
94.4533,225.88
94.4732,220.75
94.4931,217.88
94.5131,256.17
94.533,209.33
94.553,320.2
94.5729,335.76
94.5929,293.35
94.6128,265.43
94.6327,323.01
94.6527,194.34
94.6726,190.73
94.6926,304.83
94.7125,363.92
94.7324,267.75
94.7524,214.15
94.7723,213.55
94.7923,188.54
94.8122,300.7
94.8322,428.78
94.8521,230.39
94.872,295.63
94.892,170.7
94.9119,170.47
94.9319,331.86
94.9518,406.74
94.9717,251.35
94.9917,281.06
95.0116,271.42
95.0316,280.47
95.0515,293.42
95.0715,396.58
95.0914,272.15
95.1113,230.45
95.1313,211.68
95.1512,272.89
95.1712,224.61
95.1911,266.45
95.2111,303.23
95.231,204.41
95.2509,232.01
95.2709,287.47
95.2908,259.07
95.3108,275.46
95.3307,341.02
95.3506,315.94
95.3706,395.18
95.3905,369.96
95.4105,264.45
95.4304,373.48
95.4504,423.27
95.4703,337.83
95.4902,319.4
95.5102,247.5
95.5301,231.2
95.5501,296.71
95.57,338.5
95.5899,461.49
95.6099,451.14
95.6298,581.57
95.6498,347.19
95.6697,293.72
95.6897,376.44
95.7096,396.24
95.7295,516.51
95.7495,602.24
95.7694,533.29
95.7894,609.88
95.8093,519.71
95.8293,478.69
95.8492,435.47
95.8691,505.42
95.8891,521.6
95.909,618.62
95.929,618.04
95.9489,588.53
95.9688,655.15
95.9888,515.83
96.0087,563.44
96.0287,640.74
96.0486,715.19
96.0686,679.02
96.0885,660.32
96.1084,603.46
96.1284,601.83
96.1483,601.52
96.1683,650.7
96.1882,730.13
96.2081,600.16
96.2281,533.59
96.248,586.76
96.268,520.05
96.2879,603.2
96.3079,488.08
96.3278,524.75
96.3477,486.81
96.3677,574.48
96.3876,541.18
96.4076,474.57
96.4275,355.41
96.4475,511.54
96.4674,578.23
96.4873,437.62
96.5073,468.4
96.5272,531.3
96.5472,458.37
96.5671,382.57
96.587,323.3
96.607,420.84
96.6269,363.08
96.6469,316.3
96.6668,264.09
96.6868,379.26
96.7067,414.59
96.7266,500.8
96.7466,397.89
96.7665,344.71
96.7865,266.57
96.8064,225.89
96.8263,265.87
96.8463,302.45
96.8662,393.84
96.8862,315.45
96.9061,352.13
96.9261,213.7
96.946,160.87
96.9659,353.32
96.9859,346
97.0058,292.8
97.0258,260.11
97.0457,341.85
97.0657,283.57
97.0856,401.52
97.1055,281.27
97.1255,275.44
97.1454,257.39
97.1654,215.57
97.1853,187.57
97.2052,342.21
97.2252,324.32
97.2451,270.37
97.2651,160.49
97.285,151.51
97.305,383.91
97.3249,263.66
97.3448,271.35
97.3648,255.54
97.3847,321.01
97.4047,236.43
97.4246,203.32
97.4445,270.18
97.4645,415.68
97.4844,291.96
97.5044,254.95
97.5243,337.76
97.5443,294.92
97.5642,254.02
97.5841,327.77
97.6041,216.94
97.624,227.44
97.644,350.18
97.6639,307.73
97.6839,310.3
97.7038,314.98
97.7237,372.18
97.7437,401.07
97.7636,381.02
97.7836,270.55
97.8035,298.89
97.8234,342.52
97.8434,210.55
97.8633,300.66
97.8833,461.98
97.9032,278.17
97.9232,300.04
97.9431,421.84
97.963,322.57
97.983,307.2
98.0029,364.93
98.0229,335.99
98.0428,352.11
98.0628,348.27
98.0827,358.99
98.1026,340.17
98.1226,322.63
98.1425,184.06
98.1625,348.12
98.1824,290.18
98.2023,279.69
98.2223,232.85
98.2422,354.21
98.2622,211.42
98.2821,388.73
98.3021,376.67
98.322,348.13
98.3419,361.45
98.3619,425.74
98.3818,332.53
98.4018,321.41
98.4217,371.01
98.4416,341.77
98.4616,432.17
98.4815,508.15
98.5015,381.34
98.5214,501.14
98.5414,452.2
98.5613,470.43
98.5812,546.77
98.6012,589.39
98.6211,463.12
98.6411,504.92
98.661,471.24
98.681,411.59
98.7009,445.43
98.7208,466.41
98.7408,440.51
98.7607,660.99
98.7807,642.61
98.8006,522.69
98.8205,709.07
98.8405,661.29
98.8604,645.65
98.8804,719.48
98.9003,703.25
98.9203,667.76
98.9402,610.51
98.9601,603.83
98.9801,664.01
99,767.14
99.02,615.29
99.0399,729.86
99.0598,733.01
99.0798,860.23
99.0997,819.36
99.1197,722.47
99.1396,785.15
99.1596,718.46
99.1795,646.61
99.1994,531.65
99.2194,664.42
99.2393,640.34
99.2593,623.99
99.2792,665.32
99.2992,711.91
99.3191,782.71
99.339,572.89
99.359,468.28
99.3789,552.04
99.3989,573.93
99.4188,549.76
99.4387,535.89
99.4587,589.93
99.4786,557.24
99.4986,615.76
99.5185,606.42
99.5385,503.23
99.5584,433.78
99.5783,560.16
99.5983,454.64
99.6182,480.09
99.6382,327.35
99.6581,388.74
99.678,393.03
99.698,385.06
99.7179,406.92
99.7379,314.05
99.7578,416.46
99.7778,344.34
99.7977,290.52
99.8176,253.75
99.8376,233.29
99.8575,244.36
99.8775,204.86
99.8974,179.86
99.9174,349.23
99.9373,373.6
99.9572,342.84
99.9772,365.79
99.9971,385.48
100.017,259.68
100.037,448.03
100.057,393.21
100.077,180.34
100.097,172.05
100.117,309.29
100.137,337.01
100.157,296.12
100.177,336.02
100.197,389.86
100.216,296.06
100.236,331.8
100.256,117.49
100.276,234.36
100.296,243.75
100.316,228.5
100.336,281.57
100.356,312.38
100.376,246.88
100.396,261.36
100.416,245.25
100.436,278.41
100.456,279.37
100.476,186.44
100.496,354.94
100.516,214.69
100.536,187.15
100.555,218.03
100.575,226.68
100.595,103.09
100.615,226.76
100.635,318.56
100.655,352.45
100.675,229.73
100.695,201.09
100.715,279.69
100.735,287.55
100.755,189.09
100.775,315.52
100.795,234.84
100.815,281.27
100.835,222.3
100.855,268.62
100.875,252.01
100.895,222.1
100.914,218.34
100.934,252.94
100.954,282.17
100.974,316.81
100.994,447.34
101.014,307.39
101.034,235.21
101.054,216.87
101.074,329.34
101.094,302.89
101.114,330.25
101.134,372.15
101.154,294.99
101.174,429.59
101.194,251.85
101.214,328.92
101.234,387.87
101.253,324.18
101.273,283.1
101.293,273.79
101.313,219.54
101.333,214.9
101.353,344.02
101.373,349.76
101.393,214.35
101.413,228.27
101.433,215.54
101.453,229.01
101.473,214.3
101.493,218.25
101.513,219.93
101.533,365.29
101.553,380.83
101.573,400.69
101.592,218.16
101.612,246.3
101.632,283.99
101.652,337.36
101.672,340.61
101.692,306.29
101.712,257.04
101.732,272.6
101.752,235.45
101.772,303.02
101.792,268.64
101.812,251.66
101.832,292.54
101.852,155.98
101.872,197.3
101.892,160.21
101.912,291.71
101.931,266.98
101.951,202.25
101.971,239.2
101.991,321.14
102.011,238.45
102.031,219.62
102.051,247.52
102.071,171.89
102.091,268.24
102.111,225.92
102.131,349.04
102.151,338.3
102.171,264.14
102.191,355.38
102.211,383.49
102.231,342
102.251,303.73
102.271,170.91
102.29,271.76
102.31,327.64
102.33,217.02
102.35,277.7
102.37,212.35
102.39,250.55
102.41,349.56
102.43,233.11
102.45,352.91
102.47,266.85
102.49,186.56
102.51,168.14
102.53,253.67
102.55,263.84
102.57,226.4
102.59,319.08
102.61,349.14
102.629,333.26
102.649,255.57
102.669,242.47
102.689,193.27
102.709,198.14
102.729,350.51
102.749,381.86
102.769,237.65
102.789,262.98
102.809,349.5
102.829,140.01
102.849,188.9
102.869,293.58
102.889,252.15
102.909,269.4
102.929,343.93
102.949,239.79
102.968,142.33
102.988,275.6
103.008,362.71
103.028,251.73
103.048,325.2
103.068,301.27
103.088,227.56
103.108,239.98
103.128,348.12
103.148,264.59
103.168,164.08
103.188,283.85
103.208,183.56
103.228,164.91
103.248,204.96
103.268,201.99
103.288,227.03
103.307,218.48
103.327,232.05
103.347,281.01
103.367,321.4
103.387,404.1
103.407,204.9
103.427,260.69
103.447,335.41
103.467,217.04
103.487,236.71
103.507,221.16
103.527,262.24
103.547,228.49
103.567,330.84
103.587,282.12
103.607,272.56
103.627,193.81
103.646,215.19
103.666,239.19
103.686,260.48
103.706,273.07
103.726,354.73
103.746,276.81
103.766,185.83
103.786,227.75
103.806,182.12
103.826,223.48
103.846,261.57
103.866,294.07
103.886,214.38
103.906,280.58
103.926,282.72
103.946,292.84
103.966,260.04
103.986,200.38
104.005,314.04
104.025,319.32
104.045,413.7
104.065,386.24
104.085,273.22
104.105,298.81
104.125,370.23
104.145,287.2
104.165,276.51
104.185,289.69
104.205,235.1
104.225,229.02
104.245,368.19
104.265,426.6
104.285,338.47
104.305,218.91
104.325,187.17
104.344,284.48
104.364,339.22
104.384,252.43
104.404,289.49
104.424,209.89
104.444,334.01
104.464,356.76
104.484,212.29
104.504,198.5
104.524,324.21
104.544,118.02
104.564,256.84
104.584,264.78
104.604,201.94
104.624,346.34
104.644,338.55
104.664,348.96
104.683,270.29
104.703,274.15
104.723,223.25
104.743,324.17
104.763,221.75
104.783,313.7
104.803,325.17
104.823,253.38
104.843,255.62
104.863,237.15
104.883,120.52
104.903,183.87
104.923,270.47
104.943,246.64
104.963,343.73
104.983,273.07
105.003,124.49
105.022,317.55
105.042,289.74
105.062,276.78
105.082,259.91
105.102,236.83
105.122,216.22
105.142,217.78
105.162,166.68
105.182,236.66
105.202,248.75
105.222,325.29
105.242,251.83
105.262,241.19
105.282,237.76
105.302,321.31
105.322,444.66
105.342,438.43
105.362,276.37
105.381,321.69
105.401,204.86
105.421,309.61
105.441,299.88
105.461,176.69
105.481,342.54
105.501,326.09
105.521,312.59
105.541,259.78
105.561,169.8
105.581,258.66
105.601,320.03
105.621,331.96
105.641,214.09
105.661,88.79
105.681,230.35
105.701,224.46
105.72,261.25
105.74,206.37
105.76,152.4
105.78,235.96
105.8,190.71
105.82,220.65
105.84,386.98
105.86,360.51
105.88,216.38
105.9,116.38
105.92,216.42
105.94,125.84
105.96,108.22
105.98,230.77
106,133.95
106.02,308.25
106.04,408.14
106.059,389.39
106.079,345.22
106.099,367.65
106.119,233.62
106.139,244.72
106.159,207.3
106.179,270.41
106.199,270.05
106.219,147.62
106.239,298.55
106.259,270
106.279,280.68
106.299,370.02
106.319,223.28
106.339,253.26
106.359,245.7
106.379,295.75
106.398,80.7
106.418,184.72
106.438,291.4
106.458,276.2
106.478,366.74
106.498,258.68
106.518,210.63
106.538,257.45
106.558,376.14
106.578,453.63
106.598,311.7
106.618,312.94
106.638,306.46
106.658,245.77
106.678,220.95
106.698,320.17
106.718,335.26
106.737,271.12
106.757,206.22
106.777,179.89
106.797,242.1
106.817,215.93
106.837,280.33
106.857,278.23
106.877,252.07
106.897,267.92
106.917,253.87
106.937,390.75
106.957,327.19
106.977,248.87
106.997,203.61
107.017,177.41
107.037,188.74
107.057,222.38
107.077,233.4
107.096,198.48
107.116,251
107.136,275.75
107.156,342.76
107.176,334.87
107.196,225.2
107.216,300.23
107.236,333.05
107.256,250.64
107.276,341.46
107.296,397.37
107.316,421.74
107.336,302.24
107.356,190.54
107.376,283.1
107.396,423.32
107.416,238.68
107.435,298.54
107.455,375.07
107.475,289.31
107.495,283.09
107.515,188.35
107.535,404.95
107.555,251.09
107.575,300.11
107.595,259.76
107.615,311.72
107.635,348.38
107.655,228.7
107.675,242.84
107.695,274.77
107.715,325.64
107.735,373.42
107.755,352.48
107.774,309.78
107.794,239.36
107.814,176.85
107.834,227.62
107.854,333.9
107.874,392.4
107.894,370.23
107.914,236.83
107.934,335.33
107.954,345.69
107.974,288.69
107.994,273.13
108.014,389.56
108.034,346.59
108.054,282.66
108.074,344.3
108.094,361.81
108.113,189.94
108.133,268.86
108.153,160.16
108.173,101.46
108.193,200.89
108.213,290.16
108.233,135.29
108.253,336.61
108.273,169
108.293,234.67
108.313,219.07
108.333,266.67
108.353,431.76
108.373,301.74
108.393,268.26
108.413,322.23
108.433,269.8
108.453,283.71
108.472,358.18
108.492,233.56
108.512,210.42
108.532,144.65
108.552,271.67
108.572,270.71
108.592,250.4
108.612,396.15
108.632,362.96
108.652,270.81
108.672,251.08
108.692,325.97
108.712,246.48
108.732,295.76
108.752,227.23
108.772,193.8
108.792,224.94
108.811,244.73
108.831,375.69
108.851,314.76
108.871,408.79
108.891,241.48
108.911,104.39
108.931,204.62
108.951,216.5
108.971,313.69
108.991,329.26
109.011,341.84
109.031,347.36
109.051,256.33
109.071,225.91
109.091,95.38
109.111,169.45
109.131,264.28
109.15,388.86
109.17,199.01
109.19,364.07
109.21,247.35
109.23,172.97
109.25,294.89
109.27,247.33
109.29,176.29
109.31,229.4
109.33,235.33
109.35,277.17
109.37,375.49
109.39,356.32
109.41,276.88
109.43,336.36
109.45,267.12
109.47,181.17
109.489,272.24
109.509,340.71
109.529,253.1
109.549,308.81
109.569,271.36
109.589,440.46
109.609,150.4
109.629,279.8
109.649,327.92
109.669,244.23
109.689,220.7
109.709,212.27
109.729,206.69
109.749,364.74
109.769,391.11
109.789,315.17
109.809,393.74
109.828,365.03
109.848,268.73
109.868,375.18
109.888,284.47
109.908,203.57
109.928,419.05
109.948,371.84
109.968,339.91
109.988,178.03